,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2194,2013,2013,The Last Stand,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,913","2,913","6,922","$6,281,433","$12,050,299","$13,576,961","$36,280,458","$48,330,757"
2195,2013,2013,Out of the Furnace,Relativity,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","2,101","2,101","4,607","$5,220,288","$11,330,849","$12,765,568","$4,103,526","$15,434,375"
2196,2013,2013,Dead Man Down,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,188","2,188","5,303","$5,345,250","$10,895,295","$12,275,627","$8,704,679","$19,599,974"
2197,2013,2012,Movie 43,Relativity,Comedy,Compilation,Multiple Production Methods,Multiple Creative Types,"$10,000,000","2,023","2,023","4,959","$4,805,878","$8,840,453","$9,960,456","$22,324,294","$31,164,747"
2198,2013,2013,Before Midnight,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",5,897,"2,335","$246,914","$8,110,621","$9,138,163","$15,130,568","$23,241,189"
2199,2013,2013,Machete Kills,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,538","2,538","6,804","$3,837,183","$8,008,161","$9,022,719","$10,264,848","$18,273,009"
2200,2013,2013,Promised Land,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,"$15,000,000",25,"1,676","3,482","$173,915","$7,597,898","$8,666,239","$4,796,664","$12,394,562"
2201,2013,2013,The Spectacular Now,A24,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,500,000",4,770,"2,729","$197,415","$6,852,971","$7,721,175","$63,980","$6,916,951"
2202,2013,2012,The Company You Keep,Sony Pictures Classics,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",5,807,"2,429","$131,718","$5,132,442","$5,782,671","$15,955,318","$21,087,760"
2203,2013,2013,Frances Ha,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",4,233,"1,119","$137,398","$4,067,398","$4,582,693","$7,151,223","$11,218,621"
2204,2013,2013,The To Do List,CBS Films,Comedy,Original Screenplay,Live Action,Historical Fiction,"$1,500,000",591,591,"1,262","$1,579,402","$3,491,669","$3,934,028","$637,159","$4,128,828"
2205,2013,2013,Metallica Through the Never,Picturehouse,Concert/Performance,Based on Musical Group,Live Action,Factual,"$18,000,000",305,589,"1,250","$1,576,561","$3,419,967","$3,853,246","$5,662,939","$9,082,906"
2206,2013,2013,The Fifth Estate,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$26,000,000","1,769","1,769","3,774","$1,673,351","$3,254,172","$3,666,446","$2,900,000","$6,154,172"
2207,2013,2013,Filly Brown,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,250,000",188,259,811,"$1,478,323","$2,850,357","$3,211,469","$90,054","$2,940,411"
2208,2013,2013,Trance,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000",4,443,"1,213","$131,145","$2,322,593","$2,616,838","$20,271,459","$22,594,052"
2209,2013,2013,The Iceman,Alchemy,Drama,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",4,258,565,"$87,946","$1,930,282","$2,174,831","$1,693,327","$3,623,609"
2210,2013,2013,Stoker,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",7,275,750,"$160,547","$1,703,125","$1,918,892","$10,331,788","$12,034,913"
2211,2013,2013,Lâattentat,Cohen Media Group,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$3,750,000",3,55,391,"$26,352","$1,625,707","$1,831,661","$1,612,268","$3,237,975"
2212,2013,2013,The Lords of Salem,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Fantasy,"$1,500,000",355,355,700,"$642,942","$1,165,881","$1,313,581","$375,250","$1,541,131"
2213,2013,2013,Phantom,RCR Media Group,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$18,000,000","1,118","1,118","2,553","$508,000","$1,034,589","$1,165,656","$164,921","$1,199,510"
2214,2013,2013,Only God Forgives,Radius,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$4,800,000",78,81,243,"$313,958","$775,849","$874,139","$3,718,711","$4,494,560"
2215,2013,2012,On the Road,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$25,000,000",4,107,350,"$39,550","$720,828","$812,144","$8,592,474","$9,313,302"
2216,2013,2012,Jagten,Mongrel Media,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$3,450,000",0,47,256,$0,"$687,185","$774,240","$17,622,608","$18,309,793"
2217,2013,2013,The Reluctant Fundamentalist,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",3,58,247,"$30,920","$528,731","$595,711",$0,"$528,731"
2218,2013,2013,Ain't Them Bodies Saints,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",3,44,241,"$26,419","$391,611","$441,219","$683,398","$1,075,009"
2219,2013,2013,Drinking Buddies,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",2,33,157,"$19,505","$343,706","$387,248","$63,394","$407,100"
2220,2013,2013,"Cinco de Mayo, La Batalla",Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,"$10,000,000",20,43,88,"$83,586","$173,472","$195,447",$0,"$173,472"
2221,2013,2013,Winnie Mandela,Image Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000",32,32,32,"$61,847","$61,847","$69,680",$0,"$61,847"
2222,2013,2013,The Canyons,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$250,000",1,9,19,"$13,351","$59,671","$67,225","$2,704","$62,375"
2223,2013,2013,Redemption,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$23,000,000",19,19,23,"$19,768","$36,686","$41,330","$13,556,787","$13,593,473"
2224,2013,2012,The Sweeney,Entertainment One,Action,Based on TV,Live Action,Historical Fiction,"$4,500,000",11,11,12,"$20,321","$26,345","$29,678","$7,974,021","$8,000,366"
2225,2013,2013,The Last Days on Mars,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$10,600,000",3,13,22,"$4,608","$24,084","$27,123","$237,280","$261,364"
2226,2013,2013,The Brass Teapot,Magnet Pictures,Black Comedy,Original Screenplay,Live Action,Fantasy,"$900,000",2,2,4,"$4,468","$6,997","$7,878","$406,736","$413,733"
2227,2013,2013,Inescapable,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",2,7,9,"$1,545","$4,327","$4,873",$0,"$4,327"
2228,2013,2013,Plush,IM Global/Blumhouse,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",10,10,10,"$2,843","$3,080","$3,462","$25,784","$28,864"
2229,2013,2012,Twixt,,Horror,Based on Real Life Events,Live Action,Fantasy,"$7,000,000",0,0,0,$0,$0,$0,"$1,268,346","$1,268,346"
2230,2013,2013,Small Apartments,Morocco Junction Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,000,000",0,0,0,$0,$0,$0,$0,$0
2231,2013,2013,A Haunting in Connecticut 2: The Ghos…,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,"$9,000,000",0,0,0,$0,$0,$0,$0,$0
2232,2013,2013,The Vatican Exorcisms,,Horror,Original Screenplay,Live Action,Fantasy,"$1,100,000",0,0,0,$0,$0,$0,$0,$0
2233,2013,2013,Zulu,,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$16,000,000",0,0,0,$0,$0,$0,"$1,844,228","$1,844,228"
2234,2013,2013,30 Nights Of Paranormal Activity With…,,,,,,"$3,000,000",0,0,0,$0,$0,$0,$0,$0
2235,2013,2013,The Frozen Ground,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$19,200,000",0,0,0,$0,$0,$0,"$5,617,460","$5,617,460"
2236,2013,2013,Alien Uprising,Phase 4 Films,Action,Original Screenplay,Live Action,Science Fiction,"$2,500,000",0,0,0,$0,$0,$0,$0,$0
2237,2013,2013,Black Rock,LD Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",0,0,0,$0,$0,$0,$0,$0
2238,2013,2015,Speak No Evil,,Horror,Original Screenplay,Live Action,Fantasy,"$150,000",0,0,0,$0,$0,$0,"$32,927","$32,927"
2239,2013,2013,House at the End of the Drive,,Horror,Original Screenplay,Live Action,Fantasy,"$1,400,000",0,0,0,$0,$0,$0,$0,$0
2240,2013,2012,Stitches,MPI Media Group,Black Comedy,Original Screenplay,Live Action,Fantasy,"$2,000,000",0,0,0,$0,$0,$0,"$63,555","$63,555"
2241,2013,2013,All the Boys Love Mandy Lane,Radius,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$750,000",0,0,0,$0,$0,$0,"$1,960,521","$1,960,521"
2242,2013,2013,Re-Kill,,Horror,Original Screenplay,Live Action,Science Fiction,"$9,500,000",0,0,0,$0,$0,$0,$0,$0
2243,2013,2013,The Wicked Within,,Horror,Original Screenplay,Live Action,Fantasy,"$1,200,000",0,0,0,$0,$0,$0,$0,$0
2244,2013,2013,Straight A's,,Comedy,Original Screenplay,Live Action,Fantasy,"$2,000,000",0,0,0,$0,$0,$0,$0,$0
2245,2013,2013,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000","3,181","3,184","21,400","$39,115,043","$159,581,587","$179,799,176","$70,146,187","$229,727,774"
2246,2013,2013,Weâre the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000","3,260","3,445","31,564","$26,419,396","$150,394,119","$169,447,735","$117,422,157","$267,816,276"
2247,2013,2013,American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$40,000,000",6,"2,629","23,147","$740,455","$150,098,456","$168,771,534","$107,760,487","$257,858,943"
2248,2013,2013,Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","3,141","3,230","25,197","$34,551,025","$134,506,920","$151,547,767","$40,854,658","$175,361,578"
2249,2013,2013,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$50,000,000","3,507","3,507","18,686","$26,232,425","$127,413,176","$143,452,488","$44,833,047","$172,246,223"
2250,2013,2013,Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,"$40,000,000",2,"3,285","21,035","$90,872","$125,095,601","$140,255,859","$24,709,031","$149,804,632"
2251,2013,2013,The Wolf of Wall Street,Paramount Pictures,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$100,000,000","2,537","2,557","17,000","$18,410,067","$116,949,183","$131,468,982","$272,969,720","$389,918,903"
2252,2013,2013,The Hangover 3,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$103,000,000","3,555","3,565","15,512","$41,671,198","$112,200,072","$126,414,833","$249,800,000","$362,000,072"
2253,2013,2013,This is the End,Sony Pictures,Comedy,Based on Short Film,Live Action,Science Fiction,"$32,000,000","3,055","3,055","17,933","$20,719,162","$101,470,202","$114,325,584","$25,068,915","$126,539,117"
2254,2013,2013,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000","3,098","3,106","21,351","$30,373,794","$98,927,592","$111,460,849","$73,951,336","$172,878,928"
2255,2013,2013,Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$120,000,000","3,284","3,284","18,976","$29,807,393","$93,050,117","$104,838,746","$193,141,974","$286,192,091"
2256,2013,2013,2 Guns,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$61,000,000","3,025","3,028","15,505","$27,059,130","$75,612,460","$85,191,893","$56,880,555","$132,493,015"
2257,2013,2013,A Good Day to Die Hard,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$92,000,000","3,553","3,555","14,076","$24,834,845","$67,349,198","$75,881,751","$236,900,000","$304,249,198"
2258,2013,2013,Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$46,000,000","3,260","3,290","17,651","$20,817,053","$61,002,302","$68,730,759","$52,400,000","$113,402,302"
2259,2013,2013,Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,"$50,000,000","3,372","3,375","15,373","$19,690,956","$55,703,475","$62,760,610","$159,246,241","$214,949,716"
2260,2013,2013,Gangster Squad,Warner Bros.,Action,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000","3,103","3,103","12,153","$17,070,347","$46,000,903","$51,828,810","$58,100,000","$104,100,903"
2261,2013,2013,Riddick,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$38,000,000","3,107","3,117","12,706","$19,030,375","$42,025,135","$47,349,350","$52,738,623","$94,763,758"
2262,2013,2013,Rush,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$38,000,000",5,"2,308","9,212","$187,289","$26,947,624","$30,361,644","$71,283,215","$98,230,839"
2263,2013,2013,Escape Plan,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000","2,883","2,883","10,590","$9,885,732","$25,135,965","$28,320,064","$78,600,000","$103,735,965"
2264,2013,2013,The Big Wedding,Lionsgate,Romantic Comedy,Remake,Live Action,Contemporary Fiction,"$32,500,000","2,633","2,633","10,036","$7,591,663","$21,819,348","$24,583,663","$26,606,623","$48,425,971"
2265,2013,2013,Broken City,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","2,620","2,622","8,146","$8,268,908","$19,701,164","$22,197,126","$17,413,813","$37,114,977"
2266,2013,2013,Parker,FilmDistrict,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000","2,224","2,238","7,651","$7,008,222","$17,616,641","$19,848,511","$30,926,747","$48,543,388"
2267,2013,2013,Bullet to the Head,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$55,000,000","2,404","2,404","5,503","$4,548,201","$9,489,829","$10,692,102","$13,108,140","$22,597,969"
2268,2013,2012,Mr. Nobody,Magnolia Pictures,Drama,Original Screenplay,Live Action,Science Fiction,"$46,500,000",4,4,9,"$1,612","$3,622","$4,076","$18,632","$22,254"
2269,2014,2014,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000","3,279","3,311","20,398","$49,033,915","$150,086,800","$168,273,569","$120,857,628","$270,944,428"
2270,2014,2014,Tammy,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","3,465","3,465","16,446","$21,577,049","$84,525,432","$94,767,803","$11,882,223","$96,407,655"
2271,2014,2014,Annabelle,Warner Bros.,Horror,Spin-Off,Live Action,Historical Fiction,"$6,500,000","3,185","3,215","15,066","$37,134,255","$84,273,813","$94,485,693","$172,589,107","$256,862,920"
2272,2014,2014,Letâs Be Cops,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","3,094","3,140","20,658","$17,813,722","$82,390,774","$92,374,478","$54,500,000","$136,890,774"
2273,2014,2014,The Purge: Anarchy,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$9,000,000","2,806","2,856","11,344","$29,816,675","$71,562,550","$80,234,144","$39,972,331","$111,534,881"
2274,2014,2014,About Last Night,Sony Pictures,Romantic Comedy,Based on Play,Live Action,Contemporary Fiction,"$13,000,000","2,253","2,253","8,450","$25,649,011","$48,637,684","$54,531,349","$1,808,176","$50,445,860"
2275,2014,2014,John Wick,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,589","2,589","11,816","$14,415,922","$43,037,835","$48,249,045","$32,972,675","$76,010,510"
2276,2014,2014,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000",4,"1,213","12,048","$424,397","$42,340,598","$46,846,448","$60,874,496","$103,215,094"
2277,2014,2014,Wild,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000",21,"1,361","7,892","$606,810","$37,880,356","$41,843,311","$14,580,187","$52,460,543"
2278,2014,2014,This is Where I Leave You,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,868","2,868","11,431","$11,558,149","$34,296,320","$38,452,169","$7,000,000","$41,296,320"
2279,2014,2014,The Gambler,Paramount Pictures,Drama,Remake,Live Action,Contemporary Fiction,"$25,000,000",0,"2,494","7,760",$0,"$33,680,992","$37,552,217","$5,037,039","$38,718,031"
2280,2014,2014,Paranormal Activity: The Marked Ones,Paramount Pictures,Horror,Spin-Off,Live Action,Contemporary Fiction,"$5,000,000","2,867","2,883","8,161","$18,343,611","$32,462,372","$36,497,177","$58,442,482","$90,904,854"
2281,2014,2014,Nightcrawler,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000","2,766","2,766","12,147","$10,441,000","$32,381,218","$36,291,242","$17,953,200","$50,334,418"
2282,2014,2014,Deliver Us from Evil,Sony Pictures,Horror,Based on Factual Book/Article,Live Action,Fantasy,"$30,000,000","3,049","3,049","8,051","$9,740,471","$30,577,122","$34,282,298","$57,379,496","$87,956,618"
2283,2014,2014,Oculus,Relativity,Horror,Based on Short Film,Live Action,Contemporary Fiction,"$5,000,000","2,648","2,648","8,894","$12,005,402","$27,695,246","$31,051,209","$16,420,250","$44,115,496"
2284,2014,2014,That Awkward Moment,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000","2,809","2,809","9,893","$8,742,109","$26,068,955","$29,227,856","$27,000,000","$53,068,955"
2285,2014,2014,A Walk Among the Tombstones,Universal,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$28,000,000","2,712","2,714","8,368","$12,758,780","$26,017,685","$29,170,377","$36,090,902","$62,108,587"
2286,2014,2014,Her,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,"$23,000,000",6,"2,005","7,480","$260,382","$25,568,251","$28,666,476","$22,475,747","$48,043,998"
2287,2014,2014,Boyhood,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",5,775,"6,497","$387,618","$25,379,975","$28,418,030","$31,893,074","$57,273,049"
2288,2014,2014,Top Five,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000",979,"1,426","5,711","$6,896,593","$25,317,379","$28,330,671","$684,362","$26,001,741"
2289,2014,2014,The November Man,Relativity,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000","2,776","2,776","10,424","$7,911,597","$25,018,119","$28,049,688","$9,802,216","$34,820,335"
