,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower
541,2012,2012,The Woman in Black,CBS Films,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,15000000.0,2855.0,2856.0,12340.0,20874072.0,54333290.0,62524236.0,74622608.0,128955898.0,the woman in black
542,2012,2012,Ghost Rider: Spirit of Vengeance,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,57000000.0,3174.0,3174.0,13444.0,22115334.0,51774002.0,59579122.0,97443353.0,149217355.0,ghost rider: spirit of vengeance
543,2012,2012,Red Tails,20th Century Fox,Action,Based on Real Life Events,Live Action,Historical Fiction,58000000.0,2512.0,2573.0,11560.0,18782154.0,49876377.0,57395424.0,489121.0,50365498.0,red tails
544,2012,2012,The Possession,Lionsgate,Horror,Original Screenplay,Live Action,Fantasy,14000000.0,2816.0,2860.0,14488.0,17732480.0,49130588.0,56537205.0,33794476.0,82925064.0,the possession
545,2012,2012,The Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000.0,27.0,1298.0,9177.0,737051.0,46383639.0,53376144.0,88256141.0,134639780.0,the best exotic marigold hotel
546,2012,2012,Moonrise Kingdom,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,16000000.0,4.0,924.0,7795.0,522996.0,45512466.0,52373637.0,23335980.0,68848446.0,moonrise kingdom
547,2012,2012,Red Dawn,Open Road,Action,Remake,Live Action,Contemporary Fiction,65000000.0,2725.0,2781.0,13191.0,14276668.0,44806783.0,51539198.0,3357367.0,48164150.0,red dawn
548,2012,2012,What to Expect When You're Expecting,Lionsgate,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,37500000.0,3021.0,3021.0,13654.0,10547068.0,41152203.0,47356046.0,47320813.0,88473016.0,what to expect when you're expecting
549,2012,2012,Rock of Ages,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,70000000.0,3470.0,3470.0,11127.0,14437269.0,38518613.0,44325432.0,22513319.0,61031932.0,rock of ages
550,2012,2012,The Guilt Trip,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,2431.0,2431.0,10697.0,5290629.0,37134215.0,42587414.0,4160459.0,41294674.0,the guilt trip
551,2012,2012,Trouble with the Curve,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,60000000.0,3212.0,3212.0,13874.0,12162040.0,35763137.0,41154561.0,12055776.0,47818913.0,trouble with the curve
552,2012,2012,Step Up Revolution,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,33000000.0,2567.0,2606.0,9398.0,11731708.0,35074677.0,40362313.0,130477613.0,165552290.0,step up revolution
553,2012,2012,Good Deeds,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,14000000.0,2132.0,2132.0,8440.0,15583924.0,35025791.0,40306061.0,553386.0,35579177.0,good deeds
554,2012,2012,House at the End of the Street,Relativity,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,6900000.0,3083.0,3083.0,12536.0,12287234.0,31611916.0,36377529.0,12492066.0,44103982.0,house at the end of the street
555,2012,2012,Joyful Noise,Warner Bros.,Musical,Original Screenplay,Live Action,Contemporary Fiction,27500000.0,2735.0,2735.0,10514.0,11225190.0,30932113.0,35595238.0,225801.0,31157914.0,joyful noise
556,2012,2012,The Iron Lady,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,14000000.0,4.0,1244.0,8302.0,220409.0,29959436.0,34475932.0,85632668.0,115592104.0,the iron lady
557,2012,2012,One for the Money,Lionsgate,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,42000000.0,2737.0,2737.0,9287.0,11515790.0,26414527.0,30396608.0,9782694.0,36197221.0,one for the money
558,2012,2012,Alex Cross,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000.0,2539.0,2541.0,9016.0,11396768.0,25888412.0,29791187.0,9538347.0,35426759.0,alex cross
559,2012,2012,Sparkle,Sony Pictures,Drama,Remake,Live Action,Historical Fiction,10000000.0,2244.0,2244.0,7538.0,11643342.0,24397469.0,28075473.0,262854.0,24660323.0,sparkle
560,2012,2012,Premium Rush,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,2255.0,2255.0,9165.0,6030164.0,20275446.0,23332041.0,11117755.0,31393201.0,premium rush
561,2012,2012,The Impossible,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,40000000.0,15.0,886.0,6013.0,143818.0,19019882.0,21511637.0,150570724.0,169590606.0,the impossible
562,2012,2012,Man on a Ledge,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,42000000.0,2998.0,2998.0,7896.0,8001932.0,18620000.0,21427026.0,31001440.0,49621440.0,man on a ledge
563,2012,2012,A Thousand Words,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,1890.0,1895.0,8187.0,6176280.0,18450127.0,21231552.0,2340359.0,20790486.0,a thousand words
564,2012,2012,The Perks of Being a Wallflower,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,13000000.0,4.0,745.0,5620.0,228359.0,17742948.0,20411402.0,15326355.0,33069303.0,the perks of being a wallflower
565,2012,2012,Lockout,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,20000000.0,2308.0,2335.0,6659.0,6231836.0,14326865.0,16486690.0,19616184.0,33943049.0,lockout
566,2012,2012,Playing for Keeps,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,2837.0,2840.0,7387.0,5750288.0,13103272.0,15072578.0,14702360.0,27805632.0,playing for keeps
567,2012,2012,Beasts of the Southern Wild,Fox Searchlight,Drama,Based on Play,Live Action,Fantasy,1800000.0,4.0,318.0,3263.0,169702.0,12795746.0,14687529.0,10469386.0,23265132.0,beasts of the southern wild
568,2012,2012,People Like Us,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,16000000.0,2055.0,2055.0,5877.0,4255423.0,12431792.0,14305923.0,185680.0,12617472.0,people like us
569,2012,2012,Gone,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2186.0,2186.0,6357.0,4770360.0,11682205.0,13443335.0,6417984.0,18100189.0,gone
570,2012,2012,The Words,CBS Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,6000000.0,2801.0,2801.0,7127.0,4750894.0,11494838.0,13227727.0,4874870.0,16369708.0,the words
571,2012,2012,Fun Size ,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14000000.0,3014.0,3016.0,8059.0,4101017.0,9409538.0,10828054.0,1757077.0,11166615.0,fun size 
572,2012,2012,Bernie,Alchemy,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,3.0,332.0,2429.0,85805.0,9204489.0,10592093.0,902486.0,10106975.0,bernie
573,2012,2012,Amour,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,9700000.0,3.0,333.0,1885.0,68266.0,6738954.0,7600199.0,30048090.0,36787044.0,amour
574,2012,2012,October Baby,Five & Two Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,14.0,398.0,1664.0,34038.0,5355847.0,6163260.0,36145.0,5391992.0,october baby
575,2012,2012,The Apparition,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,810.0,810.0,2636.0,2841488.0,4936819.0,5681059.0,5700462.0,10637281.0,the apparition
576,2012,2012,The Cold Light of Day,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,1511.0,1511.0,3281.0,1831588.0,3763583.0,4330949.0,21597623.0,25361206.0,the cold light of day
577,2012,2012,Atlas Shrugged: Part II,Atlas Distribution,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,10000000.0,1012.0,1012.0,2267.0,1751572.0,3336053.0,3838974.0,0.0,3336053.0,atlas shrugged: part ii
578,2012,2012,Robot & Frank,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Science Fiction,2500000.0,2.0,209.0,1098.0,35539.0,3317468.0,3817119.0,1616888.0,4934356.0,robot & frank
579,2012,2012,Samsara,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,4000000.0,2.0,70.0,673.0,76222.0,2672413.0,3074499.0,3294258.0,5966671.0,samsara
580,2012,2012,Le fils de l'autre,Cohen Media Group,Drama,Original Screenplay,Live Action,Contemporary Fiction,2700000.0,41.0,53.0,418.0,125691.0,1220807.0,1404320.0,4749116.0,5969923.0,le fils de l'autre
581,2012,2012,Damsels in Distress,Sony Pictures Classics,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,4.0,205.0,488.0,58589.0,1007535.0,1159418.0,316764.0,1324299.0,damsels in distress
582,2012,2012,Darling Companion,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,4.0,64.0,446.0,39962.0,793352.0,912950.0,406994.0,1200346.0,darling companion
583,2012,2012,Blue Like Jazz,Roadside Attractions,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,1200000.0,136.0,136.0,346.0,261190.0,595018.0,684719.0,0.0,595018.0,blue like jazz
584,2012,2012,Hardflip,Rocky Mountain Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,22.0,22.0,36.0,49879.0,96734.0,111312.0,0.0,96734.0,hardflip
585,2012,2012,LOL,Lionsgate,Comedy,Remake,Live Action,Contemporary Fiction,11000000.0,105.0,105.0,105.0,46000.0,46000.0,52926.0,10431506.0,10477506.0,lol
586,2012,2012,The First Time ,Samuel Goldwyn Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,19.0,19.0,19.0,17061.0,22836.0,26271.0,0.0,22836.0,the first time 
587,2012,2012,Trade of Innocents,Monterey Media,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5800000.0,1.0,3.0,11.0,588.0,15091.0,17358.0,0.0,15091.0,trade of innocents
588,2012,2012,A Little Bit of Heaven,Alchemy,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,12500000.0,11.0,11.0,11.0,10011.0,10011.0,11514.0,1090276.0,1100287.0,a little bit of heaven
589,2012,2012,The Giant Mechanical Man,TriBeca Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,900000.0,0.0,1.0,1.0,0.0,7396.0,8510.0,0.0,7396.0,the giant mechanical man
590,2012,2012,Vamps,Anchor Bay Entertainment,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,16000000.0,1.0,1.0,2.0,548.0,3361.0,3866.0,91451.0,94812.0,vamps
591,2013,2013,The Hunger Games: Catching Fire,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,130000000.0,4163.0,4163.0,30485.0,158074286.0,424668047.0,478373077.0,440200000.0,864868047.0,the hunger games: catching fire
592,2013,2013,Iron Man 3,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000.0,4253.0,4253.0,26382.0,174144585.0,408992272.0,460808016.0,806400000.0,1215392272.0,iron man 3
593,2013,2013,Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,225000000.0,4207.0,4207.0,21125.0,116619362.0,291045518.0,327918437.0,376954000.0,667999518.0,man of steel
594,2013,2013,Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,110000000.0,3575.0,3820.0,35020.0,55785112.0,274092705.0,308715953.0,415649487.0,689742192.0,gravity
595,2013,2013,The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,250000000.0,3903.0,3928.0,25150.0,73645197.0,258241522.0,290796795.0,701116914.0,959358436.0,the hobbit: the desolation of smaug
596,2013,2013,Fast & Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,160000000.0,3658.0,3771.0,20731.0,97375245.0,238679850.0,268918501.0,550620594.0,789300444.0,fast & furious 6
597,2013,2013,Star Trek Into Darkness,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,190000000.0,3868.0,3907.0,22815.0,70165559.0,228778661.0,257762913.0,238602923.0,467381584.0,star trek into darkness
598,2013,2013,Thor: The Dark World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,150000000.0,3841.0,3841.0,23678.0,85737841.0,206362140.0,232490345.0,438240376.0,644602516.0,thor: the dark world
599,2013,2013,World War Z,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,190000000.0,3607.0,3607.0,21421.0,66411834.0,202706711.0,228343915.0,329154939.0,531861650.0,world war z
600,2013,2013,The Great Gatsby,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,190000000.0,3535.0,3550.0,19081.0,50085184.0,144840419.0,163190429.0,208800000.0,353640419.0,the great gatsby
601,2013,2013,Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000.0,3491.0,3491.0,20403.0,41508572.0,133668525.0,150603151.0,113355283.0,247023808.0,grown ups 2
602,2013,2013,The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,115000000.0,3924.0,3924.0,18417.0,53113752.0,132556852.0,149350640.0,283900000.0,416456852.0,the wolverine
603,2013,2013,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,50000000.0,3507.0,3507.0,18686.0,26232425.0,127413176.0,143452488.0,44833047.0,172246223.0,anchorman 2: the legend continues
604,2013,2013,G.I. Joe: Retaliation,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,140000000.0,3719.0,3734.0,21232.0,40501814.0,122523060.0,138045661.0,253217645.0,375740705.0,g.i. joe: retaliation
605,2013,2013,Now You See Me,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,75000000.0,2925.0,3082.0,19412.0,29350389.0,117723989.0,132638586.0,225045211.0,342769200.0,now you see me
606,2013,2013,Lee Daniels' The Butler,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,30000000.0,2933.0,3330.0,26806.0,24637312.0,116632095.0,131406484.0,60393403.0,177025498.0,lee daniels' the butler
607,2013,2013,Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,55000000.0,3020.0,3143.0,23456.0,25718314.0,107136417.0,120696960.0,113511767.0,220648184.0,captain phillips
608,2013,2013,Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,190000000.0,3275.0,3285.0,14097.0,37285325.0,101802906.0,114700439.0,309200000.0,411002906.0,pacific rim
609,2013,2013,42,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,31000000.0,3003.0,3405.0,21418.0,27487144.0,95020213.0,107058443.0,2450488.0,97470701.0,42
610,2013,2013,The Lone Ranger,Walt Disney,Western,Based on TV,Live Action,Historical Fiction,225000000.0,3904.0,3904.0,13443.0,29210849.0,89302115.0,100615904.0,170700000.0,260002115.0,the lone ranger
611,2013,2013,Oblivion,Universal,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,120000000.0,3783.0,3792.0,17538.0,37054485.0,89107235.0,100396339.0,198809398.0,287916633.0,oblivion
612,2013,2013,Insidious: Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,3049.0,3155.0,18494.0,40272103.0,83586447.0,94176113.0,78335068.0,161921515.0,insidious: chapter 2
613,2013,2013,Saving Mr. Banks,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,35000000.0,15.0,2671.0,14641.0,413373.0,83299761.0,93718827.0,31662764.0,114962525.0,saving mr. banks
614,2013,2013,White House Down,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,150000000.0,3222.0,3222.0,12479.0,24852258.0,73103784.0,82365392.0,132336603.0,205440387.0,white house down
615,2013,2013,Mama,Universal,Horror,Based on Short Film,Live Action,Fantasy,15000000.0,2647.0,2781.0,14716.0,28402310.0,71628180.0,80702843.0,76467386.0,148095566.0,mama
616,2013,2013,Safe Haven,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,28000000.0,3223.0,3223.0,17613.0,21401594.0,71399120.0,80444760.0,22651831.0,94050951.0,safe haven
617,2013,2013,Warm Bodies,Lionsgate,Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,30000000.0,3009.0,3009.0,16797.0,20353967.0,66380662.0,74790511.0,48453650.0,114834312.0,warm bodies
618,2013,2013,Jack the Giant Slayer,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,195000000.0,3525.0,3525.0,16752.0,27202226.0,65187603.0,73446300.0,132500000.0,197687603.0,jack the giant slayer
619,2013,2013,Last Vegas,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000.0,3065.0,3237.0,18038.0,16334566.0,63914167.0,72007099.0,49000000.0,112914167.0,last vegas
620,2013,2013,Ender's Game,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000.0,3407.0,3407.0,14731.0,27017351.0,61737191.0,69558301.0,66246092.0,127983283.0,ender's game
621,2013,2013,After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,130000000.0,3401.0,3401.0,11927.0,27520040.0,60522097.0,68189715.0,190977568.0,251499665.0,after earth
622,2013,2013,RED 2,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,84000000.0,3016.0,3016.0,12844.0,18048422.0,53262560.0,60010458.0,88244795.0,141507355.0,red 2
623,2013,2013,A Madea Christmas,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,25000000.0,2194.0,2194.0,9491.0,16007634.0,52543354.0,59187349.0,0.0,52543354.0,a madea christmas
624,2013,2013,Temptation,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,37000000.0,2047.0,2047.0,9309.0,21641679.0,51975354.0,58560173.0,1167790.0,53143144.0,temptation
625,2013,2013,The Internship,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,58000000.0,3366.0,3399.0,11821.0,17325307.0,44672764.0,50332405.0,49000000.0,93672764.0,the internship
626,2013,2013,Instructions Not Included,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,348.0,978.0,6720.0,7846426.0,44467206.0,50100812.0,56019410.0,100486616.0,instructions not included
627,2013,2013,Snitch,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2511.0,2511.0,14910.0,13167607.0,42930462.0,48369371.0,14977272.0,57907734.0,snitch
628,2013,2013,47 Ronin,Universal,Action,Original Screenplay,Live Action,Fantasy,175000000.0,2689.0,2690.0,7494.0,9910310.0,38362475.0,43191351.0,113354340.0,151716815.0,47 ronin
629,2013,2013,Philomena,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,12000000.0,4.0,1225.0,12674.0,128435.0,37709979.0,42387524.0,61253413.0,98963392.0,philomena
